review,cleaned_review,Date,Route,Traveler_Type,Competitor,Key_Issue,Sentiment_Score
Not Verified |  The customer service was fabulous. They put me on an earlier flight. They even transferred my luggage in a matter of moments. It was a wonderful trip. ,The customer service was fabulous. They put me on an earlier flight. They even transferred my luggage in a matter of moments. It was a wonderful trip.,2024-08-06,MIA-GRU,Leisure,None,None,0.4666666666666666
"Not Verified |  American Airlines never updated the Boarding Passes and the Gate was wrong. In addition, the gate listed on the board was incorrect. Despite these inconsistencies and rushing to several incorrect gates, we finally made it to our correct gate with 11 minutes to spare. The only problem was that staff had given our seats away and would not allow us to board. If someone makes an appt for something and shows up early, why on God's green earth would those spots be given away? These two gate assistant treated us like it was our fault and were rude on top of everything else. It's sad that there likely will be no repercussions for this type of treatment.","American Airlines never updated the Boarding Passes and the Gate was wrong. In addition, the gate listed on the board was incorrect. Despite these inconsistencies and rushing to several incorrect gates, we finally made it to our correct gate with 11 minutes to spare. The only problem was that staff had given our seats away and would not allow us to board. If someone makes an appt for something and shows up early, why on God's green earth would those spots be given away? These two gate assistant treated us like it was our fault and were rude on top of everything else. It's sad that there likely will be no repercussions for this type of treatment.",2024-09-17,PHL-CDG,Business,None,Staff Service,-0.08333333333333333
"✅ Trip Verified | This has to be the worst airline I have ever flown with. They are super unprofessional and do not communicate with their customers well, or at all. My aunt had to go through two random checks. Now I know one was security and that’s fine, but the other time they called her name and made her go again for no reason. The plane was running late and we boarded an hour after we were supposed to. No apologies and no one told us why we were running late. They are super rude and I will never be flying with them again. Worst experience ever.","This has to be the worst airline I have ever flown with. They are super unprofessional and do not communicate with their customers well, or at all. My aunt had to go through two random checks. Now I know one was security and that’s fine, but the other time they called her name and made her go again for no reason. The plane was running late and we boarded an hour after we were supposed to. No apologies and no one told us why we were running late. They are super rude and I will never be flying with them again. Worst experience ever.",2024-09-12,ORD-LHR,Leisure,None,Staff Service,-0.2441666666666667
"Not Verified |  Unhappy and disappointed with the airline, always have had good experiences, until today. I  missed the flight and not because of me - I was there 2 hours and 30 min prior, simply because the line was too long and they couldn’t process the passengers in a timely manner. I think that someone should reviews the process that they have in place since it’s not effective and much less efficient. I could have actually made it to the plane of someone would have ask if there are any passengers with the fly in the next hour or so, trying to help those people and get them on the plane since the circumstances were special. No help was provided at any point and the crew assigned to this task no comment. Pls help resolve this since I think is not professional I have to get to the airport 5 hours prior to the flight in order to get in.","Unhappy and disappointed with the airline, always have had good experiences, until today. I  missed the flight and not because of me - I was there 2 hours and 30 min prior, simply because the line was too long and they couldn’t process the passengers in a timely manner. I think that someone should reviews the process that they have in place since it’s not effective and much less efficient. I could have actually made it to the plane of someone would have ask if there are any passengers with the fly in the next hour or so, trying to help those people and get them on the plane since the circumstances were special. No help was provided at any point and the crew assigned to this task no comment. Pls help resolve this since I think is not professional I have to get to the airport 5 hours prior to the flight in order to get in.",2025-06-03,DFW-ORD,Business,None,Staff Service,-0.004251700680272127
"Not Verified |  This was the most horrible flight ever. Literally flights getting delayed and them not doing absolutely anything about it, saying it is not there fault or issue. They were rude, over the phone they tried to help, but everyone else in person was just disrespectful and rude. They have horrible communication - one person would tell us one thing, and another person would tell us completely different. Absolutely ridiculous, figure out the system American, you guys were horrible, never flying again","This was the most horrible flight ever. Literally flights getting delayed and them not doing absolutely anything about it, saying it is not there fault or issue. They were rude, over the phone they tried to help, but everyone else in person was just disrespectful and rude. They have horrible communication - one person would tell us one thing, and another person would tell us completely different. Absolutely ridiculous, figure out the system American, you guys were horrible, never flying again",2024-12-10,LAX-JFK,Leisure,None,Staff Service,-0.32333333333333336
"Not Verified |  San Francisco to Buenos Aires via New York. Can't fault American Airlines, I seem to have good luck with them. All flights departed and arrived on time. All pre-selected seats honored. All luggage arrived to destination. Ground staff and cabin crew were all just fine. The A321 from SFO to JFK was a good plane. Had really bad clear weather turbulence, boarding on violent for about 2 hours that the pilot struggled with and did his best. Then ran into a heavy storm on the east coast and had to circle around a few times over the ocean before being able to land at JFK, but the pilot kept us informed. Landed at JFK and made it quickly over to the gate to catch our flight to Buenos Aires. Took off in the pouring rain right back into the storm we just got out of and had a few more hours of turbulence before the flight settled down. Food and drink service was standard economy meals and snacks with multiple beverages runs made. Made it to Burenos Aires, cleared customs and baggage arrived promptly. Only positive things to say on this journey.","San Francisco to Buenos Aires via New York. Can't fault American Airlines, I seem to have good luck with them. All flights departed and arrived on time. All pre-selected seats honored. All luggage arrived to destination. Ground staff and cabin crew were all just fine. The A321 from SFO to JFK was a good plane. Had really bad clear weather turbulence, boarding on violent for about 2 hours that the pilot struggled with and did his best. Then ran into a heavy storm on the east coast and had to circle around a few times over the ocean before being able to land at JFK, but the pilot kept us informed. Landed at JFK and made it quickly over to the gate to catch our flight to Buenos Aires. Took off in the pouring rain right back into the storm we just got out of and had a few more hours of turbulence before the flight settled down. Food and drink service was standard economy meals and snacks with multiple beverages runs made. Made it to Burenos Aires, cleared customs and baggage arrived promptly. Only positive things to say on this journey.",2024-12-15,LAX-JFK,Leisure,None,None,0.12017250426341333
"Not Verified |  My flight experience per the route noted and on my return from Phoenix through Charlotte to Harrisburg were uneventful and pleasant. Using the American Airlines app with the early check-in was easy. Mobile boarding passes are the GOAT. The app also helped me find my way from gate to gate in the Charlotte airport with approximate walking time. In fear of hiccups, I made sure my carry-on had everything I needed in the event my luggage didn't make the trip. I put an air tag in my luggage just for my own peace of mind. But the app also enabled me to know that my luggage was on board, so when I went to the baggage claim, I knew it was coming out eventually. No stress. For my trip out, I planned a long layover in Charlotte but on the way back, I changed my original flight and the choices were limited. My layover was less than an hour in Charlotte and I was a little worried about making my connecting. I was flying back two days after the Super Bowl, so there's that too. Honestly, all my flights were early upon arrival and I had no issues whatsoever with luggage. The in-flight crew was very friendly and helpful. Seriously, no bad vibes from anyone at all. You know how it can be -- people are professional and helpful, but somewhat unfriendly. That certainly was not the case at American Airlines in my experience. Obviously, I can't speak to what the service would've been like had issues arisen. In the event my flight didn't make my connecting on time on the way home, I was prepared to re-book and find a place close to stay for the night. Like I said above, I fully expected there might be hiccups and tried to anticipate them to the best of my ability - and stay calm Getting upset, while sometimes unavoidable, only makes things worse. I will also add that I witnessed no negative encounters during any of my four flights or while at the airports. In a day and age where you're sort of at the mercy of what you hear/read internet or other news, and when that news tends to spotlight everything that's wrong with our world, I would not have been surprised to witness or hear people being rude to each other, to staff, or just in general. Traveling is tiring. Airplane seating is tight. People get frustrated. I am happy to report that my trips were filled with kindness and courtesy. The only negative (and maybe I was technologically challenged) was that I would've had to pay extra to use the wifi. The in-flight entertainment was easily accessible, with a lot of choices - so that was good. I will definitely fly American again. I felt welcomed, accommodated, and safe.","My flight experience per the route noted and on my return from Phoenix through Charlotte to Harrisburg were uneventful and pleasant. Using the American Airlines app with the early check-in was easy. Mobile boarding passes are the GOAT. The app also helped me find my way from gate to gate in the Charlotte airport with approximate walking time. In fear of hiccups, I made sure my carry-on had everything I needed in the event my luggage didn't make the trip. I put an air tag in my luggage just for my own peace of mind. But the app also enabled me to know that my luggage was on board, so when I went to the baggage claim, I knew it was coming out eventually. No stress. For my trip out, I planned a long layover in Charlotte but on the way back, I changed my original flight and the choices were limited. My layover was less than an hour in Charlotte and I was a little worried about making my connecting. I was flying back two days after the Super Bowl, so there's that too. Honestly, all my flights were early upon arrival and I had no issues whatsoever with luggage. The in-flight crew was very friendly and helpful. Seriously, no bad vibes from anyone at all. You know how it can be -- people are professional and helpful, but somewhat unfriendly. That certainly was not the case at American Airlines in my experience. Obviously, I can't speak to what the service would've been like had issues arisen. In the event my flight didn't make my connecting on time on the way home, I was prepared to re-book and find a place close to stay for the night. Like I said above, I fully expected there might be hiccups and tried to anticipate them to the best of my ability - and stay calm Getting upset, while sometimes unavoidable, only makes things worse. I will also add that I witnessed no negative encounters during any of my four flights or while at the airports. In a day and age where you're sort of at the mercy of what you hear/read internet or other news, and when that news tends to spotlight everything that's wrong with our world, I would not have been surprised to witness or hear people being rude to each other, to staff, or just in general. Traveling is tiring. Airplane seating is tight. People get frustrated. I am happy to report that my trips were filled with kindness and courtesy. The only negative (and maybe I was technologically challenged) was that I would've had to pay extra to use the wifi. The in-flight entertainment was easily accessible, with a lot of choices - so that was good. I will definitely fly American again. I felt welcomed, accommodated, and safe.",2024-03-31,JFK-LHR,Leisure,None,None,0.13536706349206354
"✅ Trip Verified | I have to say, I really regret ever trying to fly with American Airlines. Most airlines will give you a credit of some sort when you’re unable to make your flight, But not American Airlines. Back in November of 2022 I bought a ticket for my my wife to fly out to Honolulu this February of 2023. We bought her ticket well in advanced. And unfortunately the flu hit our family. And my wife is in able to travel due to having a high fever. American Airlines refused to give us any kind of credit and said that only those people with a positive Covid test will get sickness credits. Absolutely ridiculous. American Airlines wouldn’t work with us in any way so we had to eat the $500 for the plane ticket. I’m very sad for my wife and I’m even more disappointed in the quality of customer care American Airlines provides.","I have to say, I really regret ever trying to fly with American Airlines. Most airlines will give you a credit of some sort when you’re unable to make your flight, But not American Airlines. Back in November of 2022 I bought a ticket for my my wife to fly out to Honolulu this February of 2023. We bought her ticket well in advanced. And unfortunately the flu hit our family. And my wife is in able to travel due to having a high fever. American Airlines refused to give us any kind of credit and said that only those people with a positive Covid test will get sickness credits. Absolutely ridiculous. American Airlines wouldn’t work with us in any way so we had to eat the $500 for the plane ticket. I’m very sad for my wife and I’m even more disappointed in the quality of customer care American Airlines provides.",2025-04-25,JFK-LHR,Leisure,None,Staff Service,0.07951910408432149
"✅ Trip Verified | My Flight from Fort Lauderdale to New York JFK was cancelled only 4 hours before my flight while I was on my way to the airport already. At the airport no one was able to tell me what was the reason for the cancellation. The weather at the time at the departure, transit and destination locations are all clear with no thunderstorm or even just rain. I noticed no other airlines had cancellations except American Airlines at that time. They gave me the replacement flight the next day from Miami instead. It seems to me that the reason for the arbitrary cancellation is simply there weren't that many passengers for this flight as I noticed at that time. That's compared to flight from Miami which was completely full. This is unprofessional and something that usually occurs in third world countries but not in USA. FAA should fine any airline that cancelled flights for no reason whatsoever and especially just to fill up seats in an otherwise less than full airplane and especially when they operate in US. Be careful with American Airlines.","My Flight from Fort Lauderdale to New York JFK was cancelled only 4 hours before my flight while I was on my way to the airport already. At the airport no one was able to tell me what was the reason for the cancellation. The weather at the time at the departure, transit and destination locations are all clear with no thunderstorm or even just rain. I noticed no other airlines had cancellations except American Airlines at that time. They gave me the replacement flight the next day from Miami instead. It seems to me that the reason for the arbitrary cancellation is simply there weren't that many passengers for this flight as I noticed at that time. That's compared to flight from Miami which was completely full. This is unprofessional and something that usually occurs in third world countries but not in USA. FAA should fine any airline that cancelled flights for no reason whatsoever and especially just to fill up seats in an otherwise less than full airplane and especially when they operate in US. Be careful with American Airlines.",2023-03-22,JFK-LHR,Leisure,None,Flight Delay,0.08994318181818181
✅ Trip Verified | I rebooked my flight on the phone for the same flight but different day at 6:15 am. And then it turned out that he booked 6 am flight. When I got to the airport only 1 person was at the ticket area and it took forever to get to her and then she told me that I should run and that I might not make it to the flight. I got to the gate and I wasn’t let into the aircraft cuz it was closed then I asked to put me on the flight that was leaving in 15 minutes so I could find different way. The agent made me stand there for 20 minutes. I told her that if she won’t help me then the next flight will be closed too. Of course few more minutes passed and then she started helping me and then said the other flight is closed now too. When initially I asked her for help people were still boarding. Then I got rebooked for 6 hours later flight. That was delayed twice. I saw that there is another flight leaving via different city so I asked for help. The lady didn’t want to help me. I said later this flight will close so I get stuck. Of course 10 minutes later different person is helping me and the first woman says I am closing this flight now. I told her but I asked you to help me and she said that she is closing it. Total nightmare and short staffing and incompetent people. Never again!,I rebooked my flight on the phone for the same flight but different day at 6:15 am. And then it turned out that he booked 6 am flight. When I got to the airport only 1 person was at the ticket area and it took forever to get to her and then she told me that I should run and that I might not make it to the flight. I got to the gate and I wasn’t let into the aircraft cuz it was closed then I asked to put me on the flight that was leaving in 15 minutes so I could find different way. The agent made me stand there for 20 minutes. I told her that if she won’t help me then the next flight will be closed too. Of course few more minutes passed and then she started helping me and then said the other flight is closed now too. When initially I asked her for help people were still boarding. Then I got rebooked for 6 hours later flight. That was delayed twice. I saw that there is another flight leaving via different city so I asked for help. The lady didn’t want to help me. I said later this flight will close so I get stuck. Of course 10 minutes later different person is helping me and the first woman says I am closing this flight now. I told her but I asked you to help me and she said that she is closing it. Total nightmare and short staffing and incompetent people. Never again!,2024-09-10,JFK-LHR,Leisure,None,Staff Service,-0.01488095238095238
"Not Verified |  I had two connecting flights booked for my trip home. On the first flight, they were asking people to switch to a later flight for monetary compensation, so I offered. They added me to the next flight as a “backup” but ended up not needing me to switch, but they never took me off that new flight. I get on this first flight with no issues, but when I don’t show up for the second one (that shouldn’t have been booked at this point) they flag it as a “no-show” and cancel all upcoming flights on that trip — my second flight home that night AND my two flights back later that week. At this point I had no idea this was happening because my boarding pass was still visible on the app for all my flights. At the second airport, I had my boarding pass in the app readily available, walked up to the gate to scan it, and the gate agent stated that my ticket was cancelled and my seat had already been given to someone else. He claimed that I cancelled it myself in the app, which I 100% did not do and never received an email, text, notification, etc that my ticket was cancelled. Luckily they were able to squeeze me on the last flight of the night, but I was panicking thinking I was gonna have to spend the night in a strange city I’ve never been to before! The gate agents were not very empathetic to my situation. I spoke with the representative on the help line who was unable to help me, so I filed a complaint with corporate who also blamed the entire situation on me and was no help. This entire experience left a very bad taste in my mouth and I would warn anyone booking with this airline!","I had two connecting flights booked for my trip home. On the first flight, they were asking people to switch to a later flight for monetary compensation, so I offered. They added me to the next flight as a “backup” but ended up not needing me to switch, but they never took me off that new flight. I get on this first flight with no issues, but when I don’t show up for the second one (that shouldn’t have been booked at this point) they flag it as a “no-show” and cancel all upcoming flights on that trip — my second flight home that night AND my two flights back later that week. At this point I had no idea this was happening because my boarding pass was still visible on the app for all my flights. At the second airport, I had my boarding pass in the app readily available, walked up to the gate to scan it, and the gate agent stated that my ticket was cancelled and my seat had already been given to someone else. He claimed that I cancelled it myself in the app, which I 100% did not do and never received an email, text, notification, etc that my ticket was cancelled. Luckily they were able to squeeze me on the last flight of the night, but I was panicking thinking I was gonna have to spend the night in a strange city I’ve never been to before! The gate agents were not very empathetic to my situation. I spoke with the representative on the help line who was unable to help me, so I filed a complaint with corporate who also blamed the entire situation on me and was no help. This entire experience left a very bad taste in my mouth and I would warn anyone booking with this airline!",2023-12-12,ORD-LHR,Leisure,None,Staff Service,-0.004034914361001326
"✅ Trip Verified |  Service was terrible. We were 6 fully paid passengers with 2 infants. Four adults, 4 children ages 5, 3, 1 and 1. Bought AA tickets through the AA website roundtrip San Diego - Helsinki. We called about a week in advance and added the two infants to the 6 paid tickets itinerary. Agent said all was fine. Check in at SAN took about 2 hours at the counter while the agent tried to add the infants to our group. Paid for the infants and finally was told all was done, booked through the roundtrip. Tried to board at 10:00 pm the codeshare Finnair in NY JFK and was told the infants had no tickets. Finnair said that AA didn't transfer to infants' tickets to Finnair. Went to AA desk and they tried to do the transfer but couldn't before the flight left. We waited at the AA desk from 10:00 PM to 1:30 AM while they tried to do this transfer. We had four young children in a very uncomfortable situation during this wait. About 11:00 PM I asked the agent to just process the hotel stay, since that was obviously necessary, so we could get the children to sleep. The agent was surly, and insisted that she finish the ticket transfer process first. This was not finished until 1:30 AM, and we were very distressed and unhappy. To make matters worse the local AA manager insisted it was Finnair's problem while the AA agent who finally got it transferred acknowledged it to be AA's fault. Every AA agent we interacted with was rude and unhelpful for our situation. On our return out of Helsinki only one of the infants' tickets was in the system, and it took hours and calls to AA tech support while we waited at the Finnair checkin counter to get this fixed. Luckily we didn't miss the flight because we got to the airport at 4:30 AM, 3 hours before the flight. When I buy a codeshare ticket through AA I expect them to be responsible for their process through the codeshare. Finnair told us this was a frequent situation in dealing with AA. I don't know why I or anybody for whom I buy tickets for should ever fly AA again.","Service was terrible. We were 6 fully paid passengers with 2 infants. Four adults, 4 children ages 5, 3, 1 and 1. Bought AA tickets through the AA website roundtrip San Diego - Helsinki. We called about a week in advance and added the two infants to the 6 paid tickets itinerary. Agent said all was fine. Check in at SAN took about 2 hours at the counter while the agent tried to add the infants to our group. Paid for the infants and finally was told all was done, booked through the roundtrip. Tried to board at 10:00 pm the codeshare Finnair in NY JFK and was told the infants had no tickets. Finnair said that AA didn't transfer to infants' tickets to Finnair. Went to AA desk and they tried to do the transfer but couldn't before the flight left. We waited at the AA desk from 10:00 PM to 1:30 AM while they tried to do this transfer. We had four young children in a very uncomfortable situation during this wait. About 11:00 PM I asked the agent to just process the hotel stay, since that was obviously necessary, so we could get the children to sleep. The agent was surly, and insisted that she finish the ticket transfer process first. This was not finished until 1:30 AM, and we were very distressed and unhappy. To make matters worse the local AA manager insisted it was Finnair's problem while the AA agent who finally got it transferred acknowledged it to be AA's fault. Every AA agent we interacted with was rude and unhelpful for our situation. On our return out of Helsinki only one of the infants' tickets was in the system, and it took hours and calls to AA tech support while we waited at the Finnair checkin counter to get this fixed. Luckily we didn't miss the flight because we got to the airport at 4:30 AM, 3 hours before the flight. When I buy a codeshare ticket through AA I expect them to be responsible for their process through the codeshare. Finnair told us this was a frequent situation in dealing with AA. I don't know why I or anybody for whom I buy tickets for should ever fly AA again.",2025-04-10,JFK-LHR,Family,Finnair,Staff Service,-0.022499999999999985
"✅ Trip Verified |  It's been a decade or so since I've flown AA. The trip out, which I am not reviewing here, added 3 hours to our travel time which was a guessing game of, ""will we or won't we"". The trip back was the doozy. We had a flight scheduled for 3 months. All locked up with seats selected and all. On the day of our travel home from Eagle, CO airport, we received a notice via the AA app that the flight was delayed and that we MUST choose another connecting flight because we'd miss our Chicago O Hare connection. So we do and the flight that was chosen via the app actually took us to DC instead of MD. We called to correct this item and that transfer only took 26 minutes on the phone. At this time, we were on the hour long bus ride to the airport to catch our now confirmed 240pm flight. As SOON as we got that confirmation, we checked the app immediately and there was another delay 2:40 to 4:02pm We figured, ""okay, things happen but let's make the most of it"". We waited at the Eagle airport for 5 hours before the notifications started flying. Delayed again to 5pm. Again, looking like we'd miss our connecting flight again but then reassured by the staff at the check in desk that we'd be fine. I brought up that there seemed to be confusion with the app and the information that they had. Again, reassured that we'd be fine. The time finally rolled around to board and this same attendant came running up to us to apologize about the information she shared a half hour ago. We would in fact, likely not make our connecting flight. So, we took this flight anyway. Got to the airport and the plane taxied for a half hour to get to our terminal (this included wait time for a spot to open?). We asked the check in attendant if we could get to the next gate before they left, he said we could. He didn't offer to radio ahead to hold the door for 5 minutes or anything. We ran. And I mean, almost had a heart attack ran to go the 20 gates to make the flight. They were pulling away as we showed up. The first time I've ever seen a plane pull away from the concourse on time ironically. The desk attendant of course couldn't help us because all flights out of Texas apparently stop at 730pm? I expressed my displeasure with the fact that everyone would tell us there were delays, rarely did anyone know what system was disclosing the delays to customers and that no one could tell us why there were so many delays. We were told ,""weather"". Not where the weather was bad but that there was ""weather"". Eagle was 28 degrees with blue skies and jets were taking off left and right. Texas was 65 degrees and Maryland was in the teens with no snow or ice. We were offered the very last flight out of Dallas but it would get us in to DC at 2am. We reluctantly accepted with confirmation of a ride from one of our good friends. Otherwise, we were stuck in a motel and another connecting flight through Charlotte to BWI. The airlines are crumbling but this was just horrendous. We were not the only ones affected this day by AA. Nor will we be the last.","It's been a decade or so since I've flown AA. The trip out, which I am not reviewing here, added 3 hours to our travel time which was a guessing game of, ""will we or won't we"". The trip back was the doozy. We had a flight scheduled for 3 months. All locked up with seats selected and all. On the day of our travel home from Eagle, CO airport, we received a notice via the AA app that the flight was delayed and that we MUST choose another connecting flight because we'd miss our Chicago O Hare connection. So we do and the flight that was chosen via the app actually took us to DC instead of MD. We called to correct this item and that transfer only took 26 minutes on the phone. At this time, we were on the hour long bus ride to the airport to catch our now confirmed 240pm flight. As SOON as we got that confirmation, we checked the app immediately and there was another delay 2:40 to 4:02pm We figured, ""okay, things happen but let's make the most of it"". We waited at the Eagle airport for 5 hours before the notifications started flying. Delayed again to 5pm. Again, looking like we'd miss our connecting flight again but then reassured by the staff at the check in desk that we'd be fine. I brought up that there seemed to be confusion with the app and the information that they had. Again, reassured that we'd be fine. The time finally rolled around to board and this same attendant came running up to us to apologize about the information she shared a half hour ago. We would in fact, likely not make our connecting flight. So, we took this flight anyway. Got to the airport and the plane taxied for a half hour to get to our terminal (this included wait time for a spot to open?). We asked the check in attendant if we could get to the next gate before they left, he said we could. He didn't offer to radio ahead to hold the door for 5 minutes or anything. We ran. And I mean, almost had a heart attack ran to go the 20 gates to make the flight. They were pulling away as we showed up. The first time I've ever seen a plane pull away from the concourse on time ironically. The desk attendant of course couldn't help us because all flights out of Texas apparently stop at 730pm? I expressed my displeasure with the fact that everyone would tell us there were delays, rarely did anyone know what system was disclosing the delays to customers and that no one could tell us why there were so many delays. We were told ,""weather"". Not where the weather was bad but that there was ""weather"". Eagle was 28 degrees with blue skies and jets were taking off left and right. Texas was 65 degrees and Maryland was in the teens with no snow or ice. We were offered the very last flight out of Dallas but it would get us in to DC at 2am. We reluctantly accepted with confirmation of a ride from one of our good friends. Otherwise, we were stuck in a motel and another connecting flight through Charlotte to BWI. The airlines are crumbling but this was just horrendous. We were not the only ones affected this day by AA. Nor will we be the last.",2023-09-29,DFW-ORD,Leisure,None,Flight Delay,0.09185924369747897
"✅ Trip Verified | Yet again, American Airlines, delivers on their abhorrent customer service. I haven’t flown with them in over 6 years due to constant issues with flights (delays, last minute changes or cancellations - usually due to their error). I recently decided to fly with them due to someone else picking up the tab and they re-affirmed why I stopped flying with them. They cancelled my red eye via text last minute. I had to call and fight to get them to change it to one with Delta that would work with my schedule (4 hours longer). When I asked for any customer service, I was told I chose this flight so they aren’t liable. They told me that all they’re responsible for is getting me to my destination, but apparently they get to choose the time and flight for me ultimately.","Yet again, American Airlines, delivers on their abhorrent customer service. I haven’t flown with them in over 6 years due to constant issues with flights (delays, last minute changes or cancellations - usually due to their error). I recently decided to fly with them due to someone else picking up the tab and they re-affirmed why I stopped flying with them. They cancelled my red eye via text last minute. I had to call and fight to get them to change it to one with Delta that would work with my schedule (4 hours longer). When I asked for any customer service, I was told I chose this flight so they aren’t liable. They told me that all they’re responsible for is getting me to my destination, but apparently they get to choose the time and flight for me ultimately.",2023-02-11,LAX-JFK,Business,"Yes, the user explicitly mentions Delta as a competitor airline.",Staff Service,-0.008333333333333325
"✅ Trip Verified | As I was landing in Phoenix to catch the final Let of my return home, I received a text that my flight from Phoenix to Orange County (Santa Ana) was cancelled. There were no other options to fly into Southern California. American did the right thing by providing a hotel. But their system failed to provide a transportation voucher to the hotel (no airport transportation offered by the hotel according to the AA information). The real insult was that I landed at 7.30pm local time. I can’t fly out till tomorrow morning. I was speaking with an AA agent. AA gave me a $12 (twelve dollar) voucher for Dinner or Breakfast! Are you serious? What airport or hotel offers a nutritious, filling meal for $12 (including tax and tip)? I had the agent contact the customer sat depart three times during our conversation. AA refused to give more than $12. I am a Platinum For Life AA customer (over 2 million lifetime miles) and this is how they thank me for all the business I have given them? If Airlines show no loyalty, how can they expect any from customers? I am beyond disappointed.","As I was landing in Phoenix to catch the final Let of my return home, I received a text that my flight from Phoenix to Orange County (Santa Ana) was cancelled. There were no other options to fly into Southern California. American did the right thing by providing a hotel. But their system failed to provide a transportation voucher to the hotel (no airport transportation offered by the hotel according to the AA information). The real insult was that I landed at 7.30pm local time. I can’t fly out till tomorrow morning. I was speaking with an AA agent. AA gave me a $12 (twelve dollar) voucher for Dinner or Breakfast! Are you serious? What airport or hotel offers a nutritious, filling meal for $12 (including tax and tip)? I had the agent contact the customer sat depart three times during our conversation. AA refused to give more than $12. I am a Platinum For Life AA customer (over 2 million lifetime miles) and this is how they thank me for all the business I have given them? If Airlines show no loyalty, how can they expect any from customers? I am beyond disappointed.",2025-11-13,LAX-JFK,Business,None,Staff Service,0.09749149659863947
"Not Verified | Absolute worst airline experience, I never thought it could be so bad. They delayed several times and cancelled my connecting flight. Set me up with a hotel, I wasn’t able to have my checked baggage, but the agent at customer service assured me that I needed to get a ticket in the AM for the next flight to Denver. I’m the morning I received 3 texts delaying my flight to Denver. When I showed up for the scheduled flight the lady at customer service said that the flight I was supposed to take already took off in the morning, when I showed her the texts I received she said she didn’t know why I got those. She was able to get me a flight later that day, which was delayed once again. Then at the gate they said that the flight was full so I had to check in my carry on bag, I was already down another from the previous flight.","Absolute worst airline experience, I never thought it could be so bad. They delayed several times and cancelled my connecting flight. Set me up with a hotel, I wasn’t able to have my checked baggage, but the agent at customer service assured me that I needed to get a ticket in the AM for the next flight to Denver. I’m the morning I received 3 texts delaying my flight to Denver. When I showed up for the scheduled flight the lady at customer service said that the flight I was supposed to take already took off in the morning, when I showed her the texts I received she said she didn’t know why I got those. She was able to get me a flight later that day, which was delayed once again. Then at the gate they said that the flight was full so I had to check in my carry on bag, I was already down another from the previous flight.",2025-03-27,JFK-LHR,Leisure,None,Flight Delay,-0.04292929292929293
"✅ Trip Verified | Pay for first class ticket, delay after delay. Go to the rest room, they board and close the gate ahead of what was said, they left several people standing there clueless for us to go figure it out. I hate this airline, will never fly with them again.","Pay for first class ticket, delay after delay. Go to the rest room, they board and close the gate ahead of what was said, they left several people standing there clueless for us to go figure it out. I hate this airline, will never fly with them again.",2023-02-12,MIA-GRU,Leisure,None,Staff Service,-0.19
"✅ Trip Verified | American Airlines are the worst, my first flight was delayed over 2 hours, as a result I missed my connection flight. And they don’t have another flight until tomorrow morning at 8.50am. I am so annoyed and will never use them again. When complained to customer service, they look at you like you’re crazy. Worst customer service.","American Airlines are the worst, my first flight was delayed over 2 hours, as a result I missed my connection flight. And they don’t have another flight until tomorrow morning at 8.50am. I am so annoyed and will never use them again. When complained to customer service, they look at you like you’re crazy. Worst customer service.",2024-04-10,JFK-LHR,Business,None,Flight Delay,-0.43571428571428567
"✅ Trip Verified |  This review isn't so much about American Airlines as it is about a flight attendant. As we all know, since 911, and more recently Covid, traveling has changed in countless ways. However, one flight attendant, Jan, brought back the joy of flying on my flight from Portland to Dallas. From her greeting upon boarding & throughout the flight, she was professional, kind, personable, attentive to the souls on board, and always with a beautiful smile. It felt as though the years had slipped away, and we were once again in a time when our world had not been forever changed. Thank you, Jan. And thank you American Airlines for having such an amazing person working for you!! The flight was 2655 on Wednesday, January 25th - I was seated in 21C.","This review isn't so much about American Airlines as it is about a flight attendant. As we all know, since 911, and more recently Covid, traveling has changed in countless ways. However, one flight attendant, Jan, brought back the joy of flying on my flight from Portland to Dallas. From her greeting upon boarding & throughout the flight, she was professional, kind, personable, attentive to the souls on board, and always with a beautiful smile. It felt as though the years had slipped away, and we were once again in a time when our world had not been forever changed. Thank you, Jan. And thank you American Airlines for having such an amazing person working for you!! The flight was 2655 on Wednesday, January 25th - I was seated in 21C.",2023-12-10,LAX-JFK,Leisure,None,Staff Service,0.299264705882353
Not Verified |  They closed the cabin door and didn’t take off till an hour later. They directed me to another flight and they also didn’t take off till an hour later. They could have easily let me get on the first flight. I had to wait three hours for the second flight to take off. Horrible.,They closed the cabin door and didn’t take off till an hour later. They directed me to another flight and they also didn’t take off till an hour later. They could have easily let me get on the first flight. I had to wait three hours for the second flight to take off. Horrible.,2025-07-06,DFW-ORD,Unknown,None,Flight Delay,-0.05952380952380952
